Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
vtise-a7337a8a68748a515be9e56d40931a2c,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1603222&c=849&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a7337a8a68748a515be9e56d40931a2c,,,"Adverse drug reaction|Cardiovascular disease|Causes of death",swe,,"SDG 3: Good Health and Well-being","Accidents and risk factors among older drivers"
vtise-b25472dad3fc5622a838236d133d088d,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1603222&c=1462&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-b25472dad3fc5622a838236d133d088d,,,"Adverse drug reaction|Cardiovascular disease|Causes of death",swe,,"SDG 3: Good Health and Well-being","Safety of older drivers in Sweden"
vtise-f03ef40ec31ae5dfde1a15f1e8a27821,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1603222&c=1528&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-f03ef40ec31ae5dfde1a15f1e8a27821,,,"Adverse drug reaction|Cardiovascular disease|Causes of death",swe,,"SDG 3: Good Health and Well-being","Safety of older drivers in Sweden"
vtise-e5d66f3e0ca9e5781495952868df3d25,"Äldre bilförare : En litteraturgenomgång","Older drivers : A literature review",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1603222&c=1582&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-e5d66f3e0ca9e5781495952868df3d25,,,"Adverse drug reaction|Cardiovascular disease|Causes of death",swe,,"SDG 3: Good Health and Well-being","Safety of older drivers in Sweden"
vtise-167b7906b29f036402b3c61318a96ed0,"Äldre bilförare : En litteraturgenomgång","Older drivers: A literature review",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-10-13,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-5485&pid=diva2%3A1603222&c=1668&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-167b7906b29f036402b3c61318a96ed0,,,"Adverse drug reaction|Cardiovascular disease|Causes of death",swe,,"SDG 3: Good Health and Well-being","Older drivers' safety and risk factors"
izade-14b63d4ee9480b0e040f627c6d504550,"Carpooling: User Profiles and Well-being",,"Working paper","IZA Institute of Labor Economics",Germany,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2021-09-19,0,0,https://www.iza.org/publications/dp/14736/carpooling-user-profiles-and-well-being,https://app.overton.io/document.php?policy_document_id=izade-14b63d4ee9480b0e040f627c6d504550,,,"Air pollution|Car|Carpool",eng,,"SDG 11: Sustainable Cities and Communities","Carpooling as a sustainable daily mobility mode"
bancoes-e60854924b4229a22f3139adc2b10141,"Documentos Ocasionales. 2122. El acceso a servicios en la España rural","Occasional Documents. 2122. Access to services in rural Spain",Publication,"Banco de España",Spain,,"Public Sector",Government,"National Body|OVSEP|Financial Institution or Bank|OVSEP|Central Bank",2021-09-02,2,5,https://www.bde.es/f/webbde/SES/Secciones/Publicaciones/PublicacionesSeriadas/DocumentosOcasionales/21/Fich/do2122.pdf,https://app.overton.io/document.php?policy_document_id=bancoes-e60854924b4229a22f3139adc2b10141,,,"Airport|Asunción|Autonomous communities of Spain",spa,,"SDG 10: Reduced Inequality","Accessibility to services in rural and urban areas"
ipeabr-5569eb217ed2826bdbad475be2dc6fe1,"TD 2673 - Tendências e desigualdades da mobilidade urbana no Brasil I: o uso do transporte coletivo e individual","TD 2673 - Trends and inequalities of urban mobility in Brazil I: the use of collective and individual transport",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2021-07-22,0,1,http://www.ipea.gov.br/portal/index.php?option=com_content&view=article&id=38324,https://app.overton.io/document.php?policy_document_id=ipeabr-5569eb217ed2826bdbad475be2dc6fe1,,,"Automotive industry|Belo Horizonte|Belém",por,"Rodrigo Costa","SDG 11: Sustainable Cities and Communities","Urban mobility in Brazilian cities"
europa-b487dc2dec3a8fc229b07bd21c07825a,"Access and cost of education and health services : preparing regions for demographic change.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|OVSEP|Public Data Body or Statistics|OVSEP|Archive|OVSEP|Public Service",2021-07-14,0,0,https://op.europa.eu/en/publication-detail/-/publication/35709b5d-e518-11eb-a1a5-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-b487dc2dec3a8fc229b07bd21c07825a,,,"Accessibility|Ageing|COVID-19 pandemic",eng,"Joint Research Centre (European Commission)|Organisation for Economic Co-operation and Development","SDG 3: Good Health and Well-being|SDG 4: Quality Education","Access and cost of education and health services in regions"
ipeabr-327005276662dee2793b29b7367d757f,"Tendências e desigualdades da mobilidade urbana no Brasil I : o uso do transporte coletivo e individual","Trends and inequalities in urban mobility in Brazil I: the use of collective and individual transport",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2021-07-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=0597865a-d364-4451-9952-d910509fdc10,https://app.overton.io/document.php?policy_document_id=ipeabr-327005276662dee2793b29b7367d757f,,,"Automotive industry|Belo Horizonte|Belém",por,,"SDG 11: Sustainable Cities and Communities","Urban mobility and transport in Brazil"
oecddiscovery-ee720dd682086ae84ccf910fab6f2b3f,"Access and Cost of Education and Health Services",,Publication,OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2021-06-30,28,58,https://dx.doi.org/10.1787/4ab69cf3-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-ee720dd682086ae84ccf910fab6f2b3f,,,"Accessibility|Ageing|COVID-19 pandemic",eng,,"SDG 3: Good Health and Well-being|SDG 4: Quality Education","Access and cost of education and health services in regions facing demographic change"
jointresearcheu-a31f68a36cd157a589af87dde76fcf93,"Access and Cost of Education and Health Services",,Publication,"Joint Research Centre",EU,,"Public Sector",Government,"International Body|OVSEP|IGO Department or Agency|OVSEP|Research Centre|OVSEP|Policy Centre|OVSEP|Commission",2021-06-25,3,4,https://publications.jrc.ec.europa.eu/repository/handle/JRC125015,https://app.overton.io/document.php?policy_document_id=jointresearcheu-a31f68a36cd157a589af87dde76fcf93,"Health and consumer protection|Innovation and growth|JRC corporate",,"Accessibility|Ageing|COVID-19 pandemic",eng,"JACOBS Christiaan|KOMPIL Mert|MORENO-MONROY Ana","SDG 3: Good Health and Well-being|SDG 4: Quality Education","Access and Cost of Education and Health Services"
vtise-e646cb9e9a2ce246f364c4dc2085a7ef,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,1,10,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1566725&c=1233&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-e646cb9e9a2ce246f364c4dc2085a7ef,,,"Branches of science|Child|Culture",swe,,"SDG 11: Sustainable Cities and Communities","Families' everyday mobility, social sustainability, and mobility justice"
vtise-202ffa770cf39ec117564cbbc4fdb87c,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,1,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1566725&c=1629&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-202ffa770cf39ec117564cbbc4fdb87c,,,"Branches of science|Child|Culture",swe,,"SDG 11: Sustainable Cities and Communities","Families' everyday mobility, social sustainability, and mobility justice"
vtise-368e2d82c770860e1ffe776a0124c7fd,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,1,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1566725&c=1564&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-368e2d82c770860e1ffe776a0124c7fd,,,"Branches of science|Child|Culture",swe,,"SDG 10: Reduced Inequality|SDG 11: Sustainable Cities and Communities","Social sustainability, mobility, families, socially disadvantaged areas"
vtise-6e6f6d6dbb89c5003fbe5f374e9d135e,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,31,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1566725&c=1684&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-6e6f6d6dbb89c5003fbe5f374e9d135e,,,"Branches of science|Child|Culture",swe,,"SDG 10: Reduced Inequality|SDG 11: Sustainable Cities and Communities","Families' everyday mobility, social sustainability, and mobility justice"
vtise-82d953ed91e2b36d3e9223331b6ccabd,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1566725&c=1630&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-82d953ed91e2b36d3e9223331b6ccabd,,,"Branches of science|Child|Culture",swe,,"SDG 11: Sustainable Cities and Communities","Families' everyday mobility, social sustainability, and mobility justice"
vtise-f2a95f1b50124056808e7518dd8d5298,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life in motion : a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1566725&c=1546&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-f2a95f1b50124056808e7518dd8d5298,,,"Branches of science|Child|Culture",swe,,"SDG 11: Sustainable Cities and Communities","Social sustainability in relation to travel, transport, and everyday mobility"
vtise-1acd915f29c8597f9e8f92610b59c40c,"Vardagen i rörelse : en forsknings- och kunskapsöversikt om familjers vardagsmobilitet, social hållbarhet och mobilitetsrättvisa","Everyday life on the move: a research and knowledge overview on families&#39; everyday mobility, social sustainability and mobility justice",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-06-15,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-5485&pid=diva2%3A1566725&c=1770&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-1acd915f29c8597f9e8f92610b59c40c,,,"Branches of science|Child|Culture",swe,,"SDG 11: Sustainable Cities and Communities","Social sustainability, mobility, families, socially disadvantaged areas"
vtise-fa330d5c9729a54a351214d56dbddf48,"What are we missing when we measure accessibility? : Comparing calculated and self-reported accounts among older people",,"Scholarly article",VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-05-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1844027&c=230&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-fa330d5c9729a54a351214d56dbddf48,,,"Accessibility|Bicycle|Capability approach",eng,,"SDG 11: Sustainable Cities and Communities","Accessibility in transport policies"
vtise-558f3bfce22b06c372dc6ebe8f104ae0,"What are we missing when we measure accessibility? : Comparing calculated and self-reported accounts among older people",,"Scholarly article",VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2021-05-28,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1844027&c=682&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-558f3bfce22b06c372dc6ebe8f104ae0,,,"Accessibility|Bicycle|Capability approach",eng,,"SDG 11: Sustainable Cities and Communities","Accessibility in transport policies for older people"
